SITE_NO,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PROV_TERR_FR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR,OPEN_DATA_URL
"03110003","SAINT-LOUIS RIVER AT BRIDGE - ROAD BETWEEN SAINTE-ANNE LANE ","RIVIÈRE SAINT-LOUIS AU PONT-ROUTE ENTRE LE RANG SAINTE-ANNE ET LE CHEMIN SAINT-LOUIS","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.2708","-73.8957","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/03110003.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"04010002","DU NORD RIVER AT BRIDGE - RTE 344 AT SAINT-ANDRÉ EAST","RIVIÈRE DU NORD AU PONT-ROUTE 344 À SAINT-ANDRÉ-EST","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.5626","-74.3367","NAD83","QUE.","QC","OTTAWA","OTTAWA","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/04010002.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/OTTAWA-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-OTTAWA-OUTAOUAIS-2000-PRESENT.CSV"
"04040001","DE LA PETITE NATION RIVER AT BRIDGE - RTE 148 EAST OF PLAISANCE","RIVIÈRE DE LA PETITE NATION AU PONT-ROUTE 148 À L'OUEST DE PLAISANCE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.605","-75.1272","NAD83","QUE.","QC","OTTAWA","OTTAWA","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/04040001.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/OTTAWA-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-OTTAWA-OUTAOUAIS-2000-PRESENT.CSV"
"04060004","DU LIÈVRE RIVER AT BRIDGE - ROAD IN BUCKINGHAM","RIVIÈRE DU LIÈVRE AU PONT-ROUTE À BUCKINGHAM","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.5859","-75.4188","NAD83","QUE.","QC","OTTAWA","OTTAWA","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/04060004.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/OTTAWA-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-OTTAWA-OUTAOUAIS-2000-PRESENT.CSV"
"04080003","GATINEAU RIVER AT BRIDGE - ROAD ABOVE CHELSEA STREAM NORTH OF GATINEAU","RIVIÈRE GATINEAU AU PONT-ROUTE EN AMONT DU RUISSEAU CHELSEA AU NORD DE GATINEAU","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.487","-75.7489","NAD83","QUE.","QC","OTTAWA","OTTAWA","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/04080003.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/OTTAWA-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-OTTAWA-OUTAOUAIS-2000-PRESENT.CSV"
"04300002","KINOJÉVIS RIVER AT BRIDGE - RTE 117 EAST OF MCWATTERS","RIVIÈRE KINOJÉVIS AU PONT-ROUTE 117 À L'EST DE MCWATTERS","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","48.208","-78.8637","NAD83","QUE.","QC","OTTAWA","OTTAWA","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/04300002.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/OTTAWA-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-OTTAWA-OUTAOUAIS-2000-PRESENT.CSV"
"04310008","OTTAWA RIVER AT CHENAUX DAM AT PORTAGE-DU-FORT","RIVIÈRE DES OUTAOUAIS AU BARRAGE CHENAUX À PORTAGE-DU-FORT","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.5843","-76.6751","NAD83","QUE.","QC","OTTAWA","OTTAWA","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/04310008.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/OTTAWA-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-OTTAWA-OUTAOUAIS-2000-PRESENT.CSV"
"04310010","OTTAWA RIVER AT BRIDGE - RTE 101 AT NOTRE-DAME-DU-NORD","RIVIÈRE DES OUTAOUAIS AU PONT-ROUTE 101 À NOTRE-DAME-DU-NORD","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","47.5894","-79.4849","NAD83","QUE.","QC","OTTAWA","OTTAWA","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/04310010.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/OTTAWA-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-OTTAWA-OUTAOUAIS-2000-PRESENT.CSV"
"04310011","OTTAWA RIVER AT MASSON CROSSING","RIVIÈRE DES OUTAOUAIS À LA TRAVERSE DE MASSON","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.5229","-75.4107","NAD83","QUE.","QC","OTTAWA","OTTAWA","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/04310011.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/OTTAWA-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-OTTAWA-OUTAOUAIS-2000-PRESENT.CSV"
"04320069","DES MILLES ÎLES RIVER - BETWEEN MOULINS ISLAND AND SAINT-JEAN ISLAND IN TERREBONNE","RIVIÈRE DES MILLE ÎLES, ENTRE L' ÎLE DES MOULINS ET L'ÎLE SAINT-JEAN À TERREBONNE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.6924","-73.6405","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/04320069.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"04330019","PRAIRIE RIVER AT THE MOUTH IN THE CENTER OF THE BRIDGE - RTE 138 (METALS: 04330017)","RIVIÈRE DES PRAIRIES À SON EMBOUCHURE AU CENTRE DU PONT-ROUTE 138 (MÉTAUX : 04330017)","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.7044","-73.4838","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/04330019.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"05030001","BATISCAN RIVER AT BRIDGE AT SAINTE-GENEVIÈVE-DE-BATISCAN","RIVIÈRE BATISCAN AU PONT-ROUTE À SAINTE-GENEVIÈVE-DE-BATISCAN","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","46.5259","-72.3384","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/05030001.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"05040007","SAINTE-ANNE RIVER AT BRIDGE - RTE 138 IN SAINTE-ANNE-DE-LA-PÉRADE","RIVIÈRE SAINTE-ANNE AU PONT ROUTE 138 À SAINTE-ANNE-DE-LA-PÉRADE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","46.5718","-72.2063","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/05040007.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"05080105","JACQUES-CARTIER RIVER AT THE DONNACONNA WATER INTAKE","RIVIÈRE JACQUES-CARTIER, À LA PRISE D'EAU DE DONNACONA","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","46.6941","-71.7491","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/05080105.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"05090017","SAINT-CHARLES RIVER AT DORCHESTER BRIDGE IN QUEBEC","RIVIÈRE SAINT-CHARLES AU PONT DORCHESTER À QUEBEC","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","46.8192","-71.2234","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/05090017.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"05220003","L'ASSOMPTION RIVER AT BRIDGE - ROAD AT LE GARDEUR - SINCE 1999 AT THE WATER TREATMENT PLANT","RIVIÈRE L'ASSOMPTION AU PONT-ROUTE À LE GARDEUR; DEPUIS 1999 À L'USINE DE FILTRATION","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.751","-73.4684","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/05220003.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"05230001","LA CHALOUPE RIVER AT BRIDGE - ROAD NEAREST TO THE MOUTH ","RIVIÈRE LA CHALOUPE AU PONT-ROUTE LE PLUS PROCHE DE L'EMBOUCHURE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","46.0672","-73.1803","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/05230001.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"05240001","BAYONNE RIVER AT BRIDGE - ROAD IN BERTHIERVILLE","RIVIÈRE BAYONNE AU PONT-ROUTE À BERTHIERVILLE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","46.0941","-73.173","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/05240001.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"05280001","DU LOUP RIVER AT 3.2 KM FROM THE MOUTH IN THE ST-LAWRENCE SOUTH OF LOUISEVILLE","RIVIÈRE DU LOUP À 3,2 KM DE SON EMBOUCHURE AVEC LE SAINT-LAURENT AU SUD DE LOUISEVILLE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","46.2437","-72.9228","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","HTTP://WWW.MDDELCC.GOUV.QC.CA/EAU/ATLAS_INTERACTIF/CONV/05280001.XLSX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"AK08DC0001","SALMON RIVER NEAR HYDER, ALASKA","RIVIÈRE SALMON PRÈS DE HYDER (ALASKA)","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","SITE IS LOCATED NEAR THE MOUTH, 1 KM NORTH OF HYDER. SAMPLED FROM LEFT BANK.","EN AMONT DE LA CONFLUENCE AVEC LE CRIQUE TEXAS, 3,5 KM EN AVAL DE LA FRONTIÈRE C.-B./ALASKA.","55.92540","-130.03550","NAD83","B.C.","C.-B.","PACIFIC COASTAL","CÔTE DU PACIFIQUE","PACIFIC OCEAN","OCÉAN PACIFIQUE","HTTP://AQUATIC.PYR.EC.GC.CA/WEBDATAONLINENATIONAL/EN/MEASUREMENTS/CHOOSEVARIABLES/SITES/AK08DC0001/PROJECTS/PYLTM/REGIONS/0","HTTP://AQUATIC.PYR.EC.GC.CA/WEBDATAONLINENATIONAL/EN/MEASUREMENTS/CHOOSEVARIABLES/SITES/AK08DC0001/PROJECTS/PYLTM/REGIONS/0?NEW_LANG=FR","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/PACIFIC-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-PACIFIC-COASTAL-COTE-PACIFIQUE-2000-PRESENT.CSV"
"AL05AD0005","WATERTON RIVER AT HWY 6 BRIDGE NEAR WATERTON LAKES","RIVIÈRE WATERTON","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","49.1139","-113.8389","NAD27","ALTA.","ALB.",SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SOUTH-SASKATCHEWAN-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-S-SASKATCHEWAN-2000-PRESENT.CSV"
"AL05AD0060","BELLY RIVER AT HIGHWAY #6, WATERTON LAKES NP","RIVIÈRE BELLY","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","49.0517","-113.6853","NAD27","ALTA.","ALB.",SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SOUTH-SASKATCHEWAN-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-S-SASKATCHEWAN-2000-PRESENT.CSV"
"AL05AK0001","SOUTH SASKATCHEWAN RIVER AT HWY 41,","RIVIÈRE SASKATCHEWAN SUD À L'AUT. 41","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","50.7375","-110.0956","NAD27","ALTA.","ALB.",SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SOUTH-SASKATCHEWAN-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-S-SASKATCHEWAN-2000-PRESENT.CSV"
"AL05BA0011","BOW RIVER AT HIGHWAY 1 ABOVE LAKE LOUISE","RIVIÈRE BOW À L'AUT. 1 EN AMONT DE LAC LOUISE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","51.4431","-116.2117","NAD27","ALTA.","ALB.",SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SOUTH-SASKATCHEWAN-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-S-SASKATCHEWAN-2000-PRESENT.CSV"
"AL05BE0013","BOW RIVER ABOUT 4.5 KM ABOVE CANMORE","RIVIÈRE BOW ENVIRON 4.5 KM DE CANMORE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","51.1228","-115.3867","NAD27","ALTA.","ALB.",SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SOUTH-SASKATCHEWAN-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-S-SASKATCHEWAN-2000-PRESENT.CSV"
"AL05CK0001","RED DEER RIVER NEAR BINDLOSS, ALBERTA","RIVIÈRE RED DEER PRÈS DE BLINDLOSS","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","50.9028","-110.2967","NAD27","ALTA.","ALB.",SOUTH SASKATCHEWAN,SASKATCHEWAN SUD,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SOUTH-SASKATCHEWAN-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-S-SASKATCHEWAN-2000-PRESENT.CSV"
"AL05DA0001","NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT","RIVIÈRE SASKATCHEWAN NORD AU POINT WHIRLPOOL","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","52.0028","-116.4717","NAD27","ALTA.","ALB.",NORTH SASKATCHEWAN,SASKATCHEWAN NORD,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NORTH-SASKATCHEWAN-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-N-SASKATCHEWAN-2000-PRESENT.CSV"
"AL05EF0003","NORTH SASKATCHEWAN RIVER AT HIGHWAY #17 BRIDGE","RIVIÈRE SASKATCHEWAN NORD À L'AUT. 17","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","53.6014","-110.0081","NAD83","ALTA.","ALB.",NORTH SASKATCHEWAN,SASKATCHEWAN NORD,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NORTH-SASKATCHEWAN-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-N-SASKATCHEWAN-2000-PRESENT.CSV"
"AL06AD0001","BEAVER RIVER AT BEAVER CROSSING,","RIVIÈRE BEAVER AU PASSAGE BEAVER","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","54.3542","-110.2117","NAD27","ALTA.","ALB.",CHURCHILL,CHURCHILL,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/CHURCHILL-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-CHURCHILL-2000-PRESENT.CSV"
"AL07AA0015","ATHABASCA RIVER ABOVE ATHABSCA FALLS","RIVIÈRE ATHABASKA EN AMONT DES CHUTES ATHABASKA","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","52.6642","-117.8806","NAD27","ALTA.","ALB.",PEACE-ATHABASCA,PAIX-ATHABASCA,"ARCTIC OCEAN","OCÉAN ARCTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/PEACE-ATHABASCA-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-PEACE-ATHABASCA-2000-PRESENT.CSV"
"AL07AA0023","ATHABASCA RIVER AT HIGHWAY #16 BELOW SNARING RIVER","RIVIÈRE ATHABASKA À L'AUT 16 EN AVAL DE LA RIVIÈRE SNARING","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","53.0417","-118.0870","NAD27","ALTA.","ALB.",PEACE-ATHABASCA,PAIX-ATHABASCA,"ARCTIC OCEAN","OCÉAN ARCTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/PEACE-ATHABASCA-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-PEACE-ATHABASCA-2000-PRESENT.CSV"
"AL11AA0002","MILK RIVER AT WESTERN CROSSING OF INTL BOUNDARY","RIVIÈRE MILK AU PASSAGE OUEST À LA FRONTIÈRE INTERNATIONALE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","49.0895","-112.4017","NAD27","ALTA.","ALB.",MISSOURI,MISSOURI,"GULF OF MEXICO","GOLFE DU MEXIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MISSOURI-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MISSOURI-2000-PRESENT.CSV"
"AL11AA0003","MILK RIVER AT EASTERN CROSSING OF INTL BOUNDARY","RIVIÈRE MILK AU PASSAGE EST À LA FRONTIÈRE INTERNATIONALE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","49.1242","-110.8942","NAD27","ALTA.","ALB.",MISSOURI,MISSOURI,"GULF OF MEXICO","GOLFE DU MEXIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/MISSOURI-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-MISSOURI-2000-PRESENT.CSV"
